time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,9.089318401587952e-08,1.8513261479940404e-07,10.004239842370161,0.0001807537332947362,6.283020218120974,0.0,1.1238842595152858e-05,1.65860098470952e-05,0.14132031188883382,0.008443906159238339,-0.00891753517859999,0.0,450.10111037037854,449.3790202636236,449.5566641399517,450.24016104911885
0.12000000000000001,6.897848053586214e-06,7.84584360497563e-06,10.018391271350225,0.0001960412809074441,6.282518532540191,0.0,0.00027534006235862575,0.00028023087957667134,0.3303576485636058,-0.02602557274419668,-0.007271757746112356,0.0,463.99030137164254,464.1195883543998,465.9532203471786,463.2511606928888
0.18,4.047099884563083e-05,2.256157576304167e-05,10.043234831743911,6.2818351191731026,6.28189870054662,0.0,0.0009019194182506228,3.629637892687339e-05,0.49770236888302954,-0.02526520569067821,-0.017283347477961016,0.0,457.8622465643401,457.0652973383981,458.32312249276214,458.383436976735
0.23999999999999996,0.00012655265248551326,-1.031025230799939e-05,10.07724147768203,6.280732386679144,6.281110972922676,0.0,0.002064421513095302,-0.0012699636935869516,0.6357848905534186,-0.00729748510814716,-0.005899773863156313,0.0,449.2278969569755,450.1499825699681,447.78268942773525,449.2417693375721
0.3,0.0002924309589966485,-0.00013687217140228176,10.117571206498019,6.2800691525465755,6.281157363030372,0.0,0.003477339937539353,-0.00300129799188428,0.7084965371224833,-0.019887545670618345,0.011575050693465865,0.0,427.2185100961557,428.70569956435645,429.7444776339768,428.676226565102
0.36000000000000004,0.0005425825220901347,-0.0003899565003928022,10.164380217730857,6.2791205177974945,6.282039226328301,0.0,0.0047747327352456286,-0.005549489999035875,0.8517073979891451,-0.00870002904926199,0.020307404214038864,0.0,450.26521725218436,450.9709140433711,450.8054350021445,451.70848337658043
0.4200000000000001,0.000848873151904878,-0.0008110925879391396,10.219296619527453,6.279409711937394,1.313517622847371e-05,0.0,0.005308755310819018,-0.008491258359460825,0.978738868158898,0.023317830131021185,0.017269233369094267,0.0,446.1808724227636,445.9327523099995,444.9309153865961,447.5442087079074
0.48000000000000015,0.0011624594370973475,-0.0014059728280574136,10.284656051594911,6.280408340975416,0.001000054651520088,0.0,0.005022808401419563,-0.01118717136495765,1.1997037916990163,-0.0020783069335994064,0.014754908570388546,0.0,474.3210498030778,474.1278340595218,476.1566004963029,474.20994317167214
0.5400000000000001,0.0014426856649646478,-0.0021276873866072016,10.357105702662384,6.280573305689536,0.0014685422342139987,0.0,0.004252124273278846,-0.012866866212773163,1.2152679907389123,0.010983614209694563,-0.012092528111915277,0.0,411.8117937041862,409.43032418418557,410.2197006234614,411.3777864762896
0.6000000000000002,0.001665935767455283,-0.0029580713365906152,10.43597678915329,6.281571939435757,0.0010443666385251404,0.0,0.0032550693661254257,-0.014713258279820986,1.4135446052516993,0.026067865848690232,0.0014485314906717232,0.0,468.40899936345517,469.46085525016144,467.48193299383865,468.65562613795186
0.6600000000000003,0.0018361932867452337,-0.003871672778486527,10.526395433396482,6.283136060666804,0.001439809317371754,0.0,0.0023909262151263666,-0.015560243054017106,1.600168030476188,0.026070329774327078,0.01528098213118904,0.0,465.0440700851714,466.12611110481885,465.44438901019276,465.44468417572574
0.7200000000000003,0.0019458793580082589,-0.0048002916677698515,10.625730924770556,0.0014636859919558987,0.002350438585832393,0.0,0.0011708898056143019,-0.015234357017545207,1.7108555932462715,0.023448932744997035,0.014968695527412059,0.0,442.4425700860789,442.4167595872482,443.2594275434746,443.04407765918023
0.7800000000000004,0.001957981042362755,-0.005674877649172372,10.733675598381621,0.0027470258002315617,0.0035702398179768835,0.0,-0.0008886874011862398,-0.0137662383771619,1.88702572212183,0.016913616217516247,0.02933255851539266,0.0,462.56670893732837,463.69635092354304,463.60212332891894,463.0883584753055
0.8400000000000004,0.0018260159043126081,-0.006441455977232412,10.849379467436187,0.004051726860660132,0.005514661027610224,0.0,-0.0036943648186789422,-0.011670074873756119,1.9696300167630785,0.02998345570469192,0.037937742928255004,0.0,434.81952773837713,435.5401968419322,433.957034770868,435.0527054615059
0.9000000000000005,0.0014717442653484807,-0.007043954027839018,10.972208711483484,0.005661700943693226,0.007320983171754669,0.0,-0.008347223730915133,-0.008225782122323493,2.1244012635308986,0.01964146417070796,0.005879228084052489,0.0,457.9676328703812,455.41094689422033,459.01922868647637,458.19796113793586
0.9600000000000005,0.0007903233243088755,-0.007393191157637823,11.106477464064927,0.007207890351090818,0.007471436386748742,0.0,-0.014395190469464036,-0.003251003872825198,2.350785477098476,0.03583888389406792,-0.005272747681940985,0.0,480.55615267810344,479.7100819355266,478.25319344271486,479.48530940353004
1.0200000000000005,-0.00022136285644943168,-0.007436431683960575,11.249839089001123,0.009219420632089026,0.0069720707283087435,0.0,-0.01928710138957644,0.0020140235614267143,2.427773584029418,0.028444069890383984,-0.015252917223064266,0.0,435.8765375571381,435.04181661805393,434.7058408270262,434.08623164591086
1.0800000000000005,-0.0015320365577653323,-0.00709941011606965,11.400407075832362,0.010333793346537057,0.006019175444644809,0.0,-0.02429569137667857,0.009399891318887429,2.5908033003048065,-0.024742376793424392,-0.01716948081435871,0.0,462.12843974696256,461.97745366630977,464.0365063878221,459.8426174769815
1.1400000000000006,-0.003132858578163459,-0.006288395271926935,11.562759850390425,0.008776753027765594,0.004833700865003898,0.0,-0.028928444243822807,0.017444516574856905,2.8204211654231757,-0.028483568373310755,-0.025514677867299766,0.0,482.03527276957857,481.4042996109118,483.17244358395567,482.8902425152236
